Nation,State,County,Place,Latitude,Longitude,Elevation (meters)
United States of America,California,Siskiyou,Hornbrook-Hilt,41.9466483,-122.6348078,
United States of America,California,Siskiyou,Macdoel,41.826675,-122.005389,1300.919556
United States of America,California,Siskiyou,McCloud,41.254682,-122.136321,996.0435181
United States of America,California,Siskiyou,McCloud-Medicine Lake,41.4116025,-121.8260568,
United States of America,California,Siskiyou,Montague,41.727168,-122.526468,775.9851074
United States of America,California,Siskiyou,Montague,41.7845609,-122.2927628,
United States of America,California,Siskiyou,Mount Hebron,41.786373,-122.005132,1298.767334
United States of America,California,Siskiyou,Mount Shasta,41.314542,-122.31151,1098.559204
United States of America,California,Siskiyou,Mount Shasta,41.3441729,-122.3332707,
United States of America,California,Siskiyou,Tennant,41.585003,-121.911794,1461.677368
United States of America,California,Siskiyou,Tulelake,41.954029,-121.475906,1229.879395
United States of America,California,Siskiyou,Tulelake,41.8189992,-121.6338007,
United States of America,California,Siskiyou,Weed,41.424298,-122.384417,1051.501099
United States of America,California,Siskiyou,Weed,41.4800873,-122.427147,
United States of America,California,Siskiyou,Yreka,41.6608649,-122.6745712,
United States of America,California,Siskiyou,Yreka,41.726617,-122.637568,801.4697876
United States of America,California,Solano,Allendale,38.442658,-121.98141,68
United States of America,California,Solano,Benicia,38.06336,-122.156158,91.98950195
United States of America,California,Solano,Dixon,38.449108,-121.826872,20.2244091
United States of America,California,Solano,Dixon,38.4289209,-121.7996202,
United States of America,California,Solano,Elmira,38.35011,-121.90799,22.07023239
United States of America,California,Solano,Fairfield,38.257763,-122.054256,10.00399971
United States of America,California,Solano,Fairfield-Suisun City,38.2073034,-122.0296674,
United States of America,California,Solano,Green Valley,38.259313,-122.164441,42.71554565
United States of America,California,Solano,Hartley,38.420227,-121.952295,36
United States of America,California,Solano,Rio Vista,38.2050259,-121.7715997,
United States of America,California,Solano,Rio Vista,38.163913,-121.695849,15.99848938
United States of America,California,Solano,Suisun City,38.244863,-122.017048,3.716091156
United States of America,California,Solano,Vacaville,38.4097197,-122.000056,
United States of America,California,Solano,Vacaville,38.363521,-121.9612527,37.43604279
United States of America,California,Solano,Vallejo,38.1027798,-122.2182299,
United States of America,California,Solano,Vallejo,38.137304,-122.2105095,52.84845352
United States of America,California,Sonoma,Bloomfield,38.318285,-122.850237,195
United States of America,California,Sonoma,Bodega,38.348841,-122.971164,141
United States of America,California,Sonoma,Bodega Bay,38.324356,-123.038591,15.8215723
United States of America,California,Sonoma,Boyes Hot Springs,38.311068,-122.483973,33.96716309
United States of America,California,Sonoma,Carmet,38.374451,-123.071859,17
United States of America,California,Sonoma,Cazadero,38.526494,-123.097836,178
United States of America,California,Sonoma,Cloverdale,38.799059,-123.017316,96.76385498
United States of America,California,Sonoma,Cloverdale-Geyserville,38.7374049,-122.876072,
United States of America,California,Sonoma,Cotati,38.328247,-122.706713,32.5340004
United States of America,California,Sonoma,El Verano,38.299201,-122.488048,31.35993576
United States of America,California,Sonoma,Eldridge,38.342063,-122.512042,57.16014862
United States of America,California,Sonoma,Fetters Hot Springs-Agua Calient,38.322013,-122.486169,62.75357437
United States of America,California,Sonoma,Forestville,38.481762,-122.896215,59.88692093
United States of America,California,Sonoma,Fulton,38.493709,-122.773416,39
United States of America,California,Sonoma,Geyserville,38.717192,-122.903511,71
United States of America,California,Sonoma,Glen Ellen,38.364564,-122.531085,82.42646027
United States of America,California,Sonoma,Graton,38.4433195,-122.8685025,52.15270615
United States of America,California,Sonoma,Guerneville,38.506349,-122.990834,19.64541817
United States of America,California,Sonoma,Healdsburg,38.5984306,-122.8914308,
United States of America,California,Sonoma,Healdsburg,38.617593,-122.866413,41.801548
United States of America,California,Sonoma,Jenner,38.451031,-123.120176,305
United States of America,California,Sonoma,Kenwood,38.415404,-122.538734,226
United States of America,California,Sonoma,Larkfield-Wikiup,38.50861,-122.75318,55.83919907
United States of America,California,Sonoma,Monte Rio,38.470406,-123.013753,19.38232613
United States of America,California,Sonoma,Occidental,38.421121,-122.95466,161.793808
United States of America,California,Sonoma,Penngrove,38.300598,-122.670565,72
United States of America,California,Sonoma,Petaluma,38.2537847,-122.6376746,
United States of America,California,Sonoma,Petaluma,38.245849,-122.631276,7.97629118
United States of America,California,Sonoma,Rohnert Park,38.3567935,-122.705355,31.33399963
United States of America,California,Sonoma,Roseland,38.421491,-122.725974,41.65999985
United States of America,California,Sonoma,Russian River-Sonoma Coast,38.5687333,-123.1905385,
United States of America,California,Sonoma,Salmon Creek,38.346212,-123.059328,64
United States of America,California,Sonoma,Santa Rosa,38.4645578,-122.6820138,
United States of America,California,Sonoma,Santa Rosa,38.409988,-122.740504,33.36000061
United States of America,California,Sonoma,Sea Ranch,38.716494,-123.4525,27
United States of America,California,Sonoma,Sebastopol,38.403188,-122.821107,22.64690781
United States of America,California,Sonoma,Sebastopol,38.3549264,-122.8502238,
United States of America,California,Sonoma,Sereno del Mar,38.383671,-123.073148,25
United States of America,California,Sonoma,Sonoma,38.2726886,-122.4653393,
United States of America,California,Sonoma,Sonoma,38.288771,-122.458884,23.83099937
United States of America,California,Sonoma,Temelec,38.263096,-122.493258,30.07073784
United States of America,California,Sonoma,Timber Cove,38.541088,-123.258786,240
United States of America,California,Sonoma,Valley Ford,38.32456,-122.914732,25
United States of America,California,Sonoma,Windsor,38.5342475,-122.7997565,34.66799927
United States of America,California,Stanislaus,Airport,37.632431,-120.977496,31
United States of America,California,Stanislaus,Bret Harte,37.603182,-121.005844,25.80533791
United States of America,California,Stanislaus,Bystrom,37.619981,-120.97979,28.09535217
United States of America,California,Stanislaus,Ceres,37.601328,-120.957166,28.27655411
United States of America,California,Stanislaus,Cowan,37.559913,-120.989062,20
United States of America,California,Stanislaus,Crows Landing,37.394737,-121.084358,46
United States of America,California,Stanislaus,Del Rio,37.746449,-121.011604,23.56056213
United States of America,California,Stanislaus,Denair,37.527532,-120.799813,37.29144669
United States of America,California,Stanislaus,Diablo Grande,37.40056,-121.269919,425
United States of America,California,Stanislaus,East Oakdale,37.793528,-120.806669,50.97164536
United States of America,California,Stanislaus,Empire,37.644298,-120.907592,34.78026962
United States of America,California,Stanislaus,Grayson,37.564732,-121.180914,16.45353889
United States of America,California,Stanislaus,Hickman,37.624065,-120.757817,51.44273376
United States of America,California,Stanislaus,Hughson,37.6066263,-120.6716641,
United States of America,California,Stanislaus,Hughson,37.603082,-120.866838,37.90105057
United States of America,California,Stanislaus,Keyes,37.5667415,-120.9084005,30.30796051
United States of America,California,Stanislaus,Modesto,37.656639,-121.0005165,27.13872528
United States of America,California,Stanislaus,Modesto,37.6522368,-120.9690842,
United States of America,California,Stanislaus,Monterey Park Tract,37.526813,-121.011487,17
United States of America,California,Stanislaus,Newman,37.315038,-121.022476,26.97311974
United States of America,California,Stanislaus,Newman,37.3259547,-121.1933829,
United States of America,California,Stanislaus,Oakdale,37.8508043,-120.7891022,
United States of America,California,Stanislaus,Oakdale,37.769178,-120.856958,47.13663101
United States of America,California,Stanislaus,Parklawn,37.606939,-120.979265,27
United States of America,California,Stanislaus,Patterson,37.472984,-121.132867,30.77700043
United States of America,California,Stanislaus,Patterson,37.4986999,-121.298493,
United States of America,California,Stanislaus,Riverbank,37.731272,-120.943653,41.88850021
United States of America,California,Stanislaus,Riverdale Park,37.611054,-121.043786,20.06899071
United States of America,California,Stanislaus,Rouse,37.619513,-121.00837,27
United States of America,California,Stanislaus,Salida,37.669375,-121.1142927,
United States of America,California,Stanislaus,Salida,37.709877,-121.089286,20.80825043
United States of America,California,Stanislaus,Shackelford,37.615082,-120.990969,25.81963158
United States of America,California,Stanislaus,Turlock,37.505725,-120.849019,31.80497742
United States of America,California,Stanislaus,Turlock,37.4985476,-120.8639888,
United States of America,California,Stanislaus,Valley Home,37.827644,-120.915386,48
United States of America,California,Stanislaus,Waterford,37.645132,-120.767609,50.73380661
United States of America,California,Stanislaus,Waterford,37.6698373,-120.6892101,
United States of America,California,Stanislaus,West Modesto,37.618399,-121.043779,20.85304451
United States of America,California,Stanislaus,Westley,37.548255,-121.201264,27.86553001
United States of America,California,Stanislaus,Westport,37.5442264,-121.0573902,
United States of America,California,Sutter,East Nicolaus,38.91002,-121.544321,14
United States of America,California,Sutter,Live Oak,39.2617865,-121.6830515,
United States of America,California,Sutter,Live Oak,39.274518,-121.662003,23.55627632
United States of America,California,Sutter,Meridian,39.140436,-121.907894,13
United States of America,California,Sutter,Meridian-Robbins,38.975616,-121.7595873,
United States of America,California,Sutter,Nicolaus,38.898091,-121.572872,13
United States of America,California,Sutter,Rio Oso,38.951756,-121.531033,17
United States of America,California,Sutter,Robbins,38.867141,-121.705555,4
United States of America,California,Sutter,South Sutter,38.854825,-121.5333668,
United States of America,California,Sutter,South Yuba City,39.112192,-121.638976,15.94718552
United States of America,California,Sutter,Sutter,39.2210289,-121.8399669,
United States of America,California,Sutter,Sutter,39.162348,-121.749607,22.66150665
United States of America,California,Sutter,Tierra Buena,39.149767,-121.671499,17.46420479
United States of America,California,Sutter,Trowbridge,38.926323,-121.514703,11
United States of America,California,Sutter,Yuba City,39.134792,-121.626201,17.45849228
United States of America,California,Sutter,Yuba City,39.1259023,-121.647714,
United States of America,California,Sutter,Yuba City Southwest,39.0342246,-121.6633133,
United States of America,California,Tehama,Bend,40.256027,-122.209539,109
United States of America,California,Tehama,Corning,39.926182,-122.180489,83.35280609
United States of America,California,Tehama,Corning,39.8881576,-122.1716824,
United States of America,California,Tehama,East Tehama,40.1943009,-121.8564922,
United States of America,California,Tehama,Flournoy,39.928355,-122.446162,223
United States of America,California,Tehama,Gerber,40.061442,-122.148238,75
United States of America,California,Tehama,Gerber-Las Flores,40.059757,-122.151299,68.70990753
United States of America,California,Tehama,Lake California,40.360834,-122.210243,119
United States of America,California,Tehama,Las Flores,40.07214,-122.157312,75
United States of America,California,Tehama,Los Molinos,40.024439,-122.099442,68.70616913
United States of America,California,Tehama,Manton,40.41902,-121.863519,671.6519165
United States of America,California,Tehama,Mineral,40.355686,-121.567333,1525.695557
United States of America,California,Tehama,Paskenta,39.883274,-122.545833,251
United States of America,California,Tehama,Paynes Creek,40.340892,-121.917409,528
United States of America,California,Tehama,Proberta,40.076157,-122.177608,76
United States of America,California,Tehama,Rancho Tehama Reserve,40.008099,-122.425912,204.774765
United States of America,California,Tehama,Red Bluff,40.17664,-122.237951,92.96105957
United States of America,California,Tehama,Red Bluff,40.2058274,-122.2663582,
United States of America,California,Tehama,Richfield,39.973886,-122.173304,82
United States of America,California,Tehama,Tehama,40.024337,-122.123783,65.35033417
United States of America,California,Tehama,Vina,39.93418,-122.051706,64
United States of America,California,Tehama,West Tehama,40.0579918,-122.6497624,
United States of America,California,Trinity,Burnt Ranch,40.811028,-123.508202,775
United States of America,California,Trinity,Coffee Creek,41.080265,-122.7136,1008
United States of America,California,Trinity,Douglas City,40.663631,-122.926055,763
United States of America,California,Trinity,Hayfork,40.535597,-123.2643313,
United States of America,California,Trinity,Hayfork,40.596893,-123.093404,913.440918
United States of America,California,Trinity,Hyampom,40.626179,-123.468834,676
United States of America,California,Trinity,Junction City,40.727408,-123.061442,868
United States of America,California,Trinity,Lewiston,40.699213,-122.810684,609.3446655
United States of America,California,Trinity,Mad River,40.432027,-123.49244,1373
United States of America,California,Trinity,Mad River,40.0696019,-123.2109469,
United States of America,California,Trinity,Northwest Trinity,40.8228066,-123.2441079,
United States of America,California,Trinity,Ruth,40.294263,-123.348274,1058
United States of America,California,Trinity,Trinity Center,40.984067,-122.708326,942
United States of America,California,Trinity,Trinity Village,40.878916,-123.513206,613
United States of America,California,Trinity,Weaverville,40.736687,-122.936208,641.3226318
United States of America,California,Trinity,Weaverville,40.9476615,-122.812341,
United States of America,California,Tulare,Allensworth,35.849878,-119.389209,67
United States of America,California,Tulare,Alpaugh,35.888674,-119.486579,64.83578491
United States of America,California,Tulare,California Hot Springs,35.886312,-118.656066,1166
United States of America,California,Tulare,Camp Nelson,36.141978,-118.610709,1727
United States of America,California,Tulare,Cedar Slope,36.14356,-118.577133,2062
United States of America,California,Tulare,Cutler,36.524791,-119.288991,110.2335281
United States of America,California,Tulare,Delft Colony,36.51188,-119.446495,97
United States of America,California,Tulare,Dinuba,36.4967436,-119.4364314,
United States of America,California,Tulare,Dinuba,36.544898,-119.38926,101.5495834
United States of America,California,Tulare,Ducor,35.892176,-119.048079,166.3936462
United States of America,California,Tulare,Earlimart,35.882551,-119.269866,86.77364349
United States of America,California,Tulare,Earlimart,35.8580543,-119.3058575,
United States of America,California,Tulare,East Orosi,36.547572,-119.261243,120.0014267
United States of America,California,Tulare,East Porterville,36.056101,-118.983836,147.0080719
United States of America,California,Tulare,East Tulare Villa,36.20356,-119.282169,93
United States of America,California,Tulare,El Rancho,36.220589,-119.068859,132
United States of America,California,Tulare,Exeter,36.3078419,-119.1463911,
United States of America,California,Tulare,Exeter,36.294213,-119.142746,118.2298126
United States of America,California,Tulare,Farmersville,36.301169,-119.207603,109.6349258
United States of America,California,Tulare,Goshen,36.347447,-119.420015,86.78164673
United States of America,California,Tulare,Hartland,36.651815,-118.955295,1501
United States of America,California,Tulare,Idlewild,35.809587,-118.670462,1265
United States of America,California,Tulare,Ivanhoe,36.4202175,-119.2108517,
United States of America,California,Tulare,Ivanhoe,36.387879,-119.219081,110.8219986
United States of America,California,Tulare,Kennedy Meadows,36.007639,-118.109948,2119
United States of America,California,Tulare,Lemon Cove,36.3793065,-119.0273225,157.9364471
United States of America,California,Tulare,Lindcove,36.359514,-119.072082,143
United States of America,California,Tulare,Lindsay,36.207172,-119.08881,116.8239975
United States of America,California,Tulare,Lindsay,36.2050632,-119.1253532,
United States of America,California,Tulare,Linnell Camp,36.308887,-119.222583,112
United States of America,California,Tulare,London,36.475995,-119.442332,91.10968781
United States of America,California,Tulare,Matheny,36.170663,-119.351579,83
United States of America,California,Tulare,McClenney Tract,35.821984,-118.647838,1556
United States of America,California,Tulare,Monson,36.492737,-119.335744,102
United States of America,California,Tulare,Orosi,36.542448,-119.288808,113.4386597
United States of America,California,Tulare,Orosi,36.543414,-119.290272,122
United States of America,California,Tulare,Orosi-Cutler,36.5668963,-119.258357,
United States of America,California,Tulare,Panorama Heights,35.806767,-118.627052,1636
United States of America,California,Tulare,Patterson Tract,36.379518,-119.295602,105
United States of America,California,Tulare,Pierpoint,36.140467,-118.629615,1566
United States of America,California,Tulare,Pine Flat,35.873624,-118.642526,1339
United States of America,California,Tulare,Pixley,35.9647863,-119.2918483,
United States of America,California,Tulare,Pixley,35.970405,-119.290729,83.11599731
United States of America,California,Tulare,Plainview,36.142242,-119.137433,109
United States of America,California,Tulare,Ponderosa,36.10504,-118.529346,2227
United States of America,California,Tulare,Poplar-Cotton Center,36.053936,-119.144796,114.8185883
United States of America,California,Tulare,Porterville,36.0557653,-119.0111508,
United States of America,California,Tulare,Porterville,36.0904645,-119.0343965,132.9927826
United States of America,California,Tulare,Posey,35.803845,-118.678918,1246
United States of America,California,Tulare,Poso Park,35.811271,-118.636537,1507
United States of America,California,Tulare,Richgrove,35.796677,-119.106654,157.8300018
United States of America,California,Tulare,Rodriguez Camp,35.808986,-119.138822,144
United States of America,California,Tulare,Sequoia Crest,36.185882,-118.625635,2329
United States of America,California,Tulare,Seville,36.485693,-119.22477,119
United States of America,California,Tulare,Silver City,36.46376,-118.65076,2309
United States of America,California,Tulare,Springville,36.128378,-118.819001,305.013092
United States of America,California,Tulare,Springville-Johnsondale,36.1727771,-118.4920872,
United States of America,California,Tulare,Strathmore,36.1328505,-119.1119527,
United States of America,California,Tulare,Strathmore,36.144891,-119.059506,121.6166611
United States of America,California,Tulare,Sugarloaf Mountain Park,35.837962,-118.603961,1830
United States of America,California,Tulare,Sugarloaf Saw Mill,35.834299,-118.616541,1787
United States of America,California,Tulare,Sugarloaf Village,35.826851,-118.635447,1618
United States of America,California,Tulare,Sultana,36.546343,-119.336041,116
United States of America,California,Tulare,Terra Bella,35.961292,-119.040914,149.5702057
United States of America,California,Tulare,Terra Bella,35.8807557,-118.9866017,
United States of America,California,Tulare,Teviston,35.928943,-119.278306,85
United States of America,California,Tulare,Three Rivers,36.454212,-118.886466,308.9610596
United States of America,California,Tulare,Tipton,36.059115,-119.310409,83.73160553
United States of America,California,Tulare,Tipton,36.056592,-119.3368879,
United States of America,California,Tulare,Tonyville,36.247382,-119.090352,115
United States of America,California,Tulare,Tooleville,36.287753,-119.115435,132
United States of America,California,Tulare,Traver,36.4543,-119.484182,87.6870575
United States of America,California,Tulare,Tulare,36.1816095,-119.3879509,
United States of America,California,Tulare,Tulare,36.206601,-119.342404,88.30465698
United States of America,California,Tulare,Visalia,36.3182735,-119.275368,103.2390442
United States of America,California,Tulare,Visalia,36.3583459,-119.3467968,
United States of America,California,Tulare,Waukena,36.136112,-119.510977,69
United States of America,California,Tulare,West Goshen,36.349026,-119.451603,87
United States of America,California,Tulare,Wilsonia,36.734597,-118.955846,2076
United States of America,California,Tulare,Woodlake,36.416435,-119.099544,136.1480103
United States of America,California,Tulare,Woodlake-Three Rivers,36.5233963,-118.8366159,
United States of America,California,Tulare,Woodville,36.091847,-119.200116,103.5408478
United States of America,California,Tulare,Yettem,36.486532,-119.254884,109
United States of America,California,Tuolumne,Cedar Ridge,38.066108,-120.273743,775
United States of America,California,Tuolumne,Chinese Camp,37.870294,-120.433526,386.1532593
United States of America,California,Tuolumne,Cold Springs,38.161335,-120.053526,1511
United States of America,California,Tuolumne,Columbia,38.033881,-120.401172,646.076355
United States of America,California,Tuolumne,East Sonora,37.980561,-120.347961,655.7077026
United States of America,California,Tuolumne,East Sonora-Phoenix Lake,37.9510288,-120.3234213,
United States of America,California,Tuolumne,Groveland,37.832535,-120.239375,774
United States of America,California,Tuolumne,Groveland,37.7849935,-120.3128015,
United States of America,California,Tuolumne,Groveland-Big Oak Flat,37.845867,-120.207697,865.6881714
United States of America,California,Tuolumne,Jamestown,37.954956,-120.405306,533.7265015
United States of America,California,Tuolumne,Long Barn,38.095685,-120.128542,1475
United States of America,California,Tuolumne,Mi-Wuk Village,38.061053,-120.187524,1383.365845
United States of America,California,Tuolumne,Mono Vista,38.014995,-120.260203,995.9766846
United States of America,California,Tuolumne,Phoenix Lake,38.007428,-120.308978,953
United States of America,California,Tuolumne,Phoenix Lake-Cedar Ridge,38.0378475,-120.293998,1025.313354
United States of America,California,Tuolumne,Pine Mountain Lake,37.859873,-120.184357,501
United States of America,California,Tuolumne,Sierra Village,38.076759,-120.162347,1383
United States of America,California,Tuolumne,Sonora,37.8906641,-120.4653288,
United States of America,California,Tuolumne,Sonora,37.9798105,-120.373447,634.5943604
United States of America,California,Tuolumne,Soulsbyville,37.98936,-120.2684095,929.1407471
United States of America,California,Tuolumne,Strawberry,38.198662,-120.010524,1867
United States of America,California,Tuolumne,Tuolumne City,37.961785,-120.236851,793.4342651
United States of America,California,Tuolumne,Tuttletown,38.000343,-120.45029,594
United States of America,California,Tuolumne,Twain Harte,38.04039,-120.233671,1119.756592
United States of America,California,Tuolumne,Twain Harte-Tuolumne City,38.0406457,-119.8372726,
United States of America,California,Ventura,Bell Canyon,34.208075,-118.687628,577
United States of America,California,Ventura,Camarillo,34.2254695,-119.010901,57.03839874
United States of America,California,Ventura,Camarillo,34.1936795,-119.05808,
United States of America,California,Ventura,Casa Conejo,34.186238,-118.944701,200.2021637
United States of America,California,Ventura,Channel Islands Beach,34.157654,-119.222639,2.373001814
United States of America,California,Ventura,El Rio,34.247236,-119.15556,31.35972404
United States of America,California,Ventura,Fillmore,34.401276,-118.917749,143.2431641
United States of America,California,Ventura,Fillmore,34.4100421,-118.8479312,
United States of America,California,Ventura,Lake Sherwood,34.133682,-118.880459,527
United States of America,California,Ventura,Las Posas,34.2976284,-119.0146271,
United States of America,California,Ventura,Los Padres,34.6431476,-119.1348137,
United States of America,California,Ventura,Meiners Oaks,34.449684,-119.275274,229.4043732
United States of America,California,Ventura,Mira Monte,34.427463,-119.290725,193.6647491
United States of America,California,Ventura,Moorpark,34.281056,-118.873561,161.0879211
United States of America,California,Ventura,Moorpark,34.3109742,-118.849552,
United States of America,California,Ventura,Oak Park,34.171756,-118.757899,309.9751282
United States of America,California,Ventura,Oak View,34.397416,-119.300127,159.8463287
United States of America,California,Ventura,Ojai,34.449079,-119.246654,231.9581299
United States of America,California,Ventura,Ojai-Mira Monte,34.4466133,-119.2162794,
United States of America,California,Ventura,Oxnard,34.213237,-119.1929055,17.72800064
United States of America,California,Ventura,Oxnard,34.1294922,-119.1247661,
United States of America,California,Ventura,Piru,34.407297,-118.799675,199.4019165
United States of America,California,Ventura,Port Hueneme,34.16025,-119.194509,6.528000355
United States of America,California,Ventura,San Buenaventura (Ventura),34.3210435,-119.2690225,281.3233032
United States of America,California,Ventura,Santa Paula,34.355792,-119.068425,87.15981293
United States of America,California,Ventura,Santa Paula,34.3612388,-119.0849079,
United States of America,California,Ventura,Santa Rosa Valley,34.24543,-118.902374,276
United States of America,California,Ventura,Santa Susana,34.257953,-118.666362,568
United States of America,California,Ventura,Saticoy,34.281953,-119.145252,54
United States of America,California,Ventura,Simi Valley,34.25438533,-118.7794793,268.9225159
United States of America,California,Ventura,Simi Valley,34.2793569,-118.727432,
United States of America,California,Ventura,Thousand Oaks,34.1899165,-118.8911838,220.2657928
United States of America,California,Ventura,Thousand Oaks,34.2016201,-118.8612226,
United States of America,California,Ventura,Triunfo Pass-Point Mugu,34.0889308,-118.977551,
United States of America,California,Ventura,Ventura,34.318544,-119.3076926,
United States of America,California,Yolo,Clarksburg,38.3998198,-121.5963802,
United States of America,California,Yolo,Clarksburg,38.419333,-121.541619,2
United States of America,California,Yolo,Davis,38.5560747,-121.7013233,
United States of America,California,Yolo,Davis,38.553856,-121.738095,14.52676392
United States of America,California,Yolo,Dunnigan,38.89266,-121.974193,52
United States of America,California,Yolo,East Yolo,38.6279507,-121.5932868,
United States of America,California,Yolo,Esparto,38.692938,-122.018981,58.8030014
United States of America,California,Yolo,Esparto,38.8344702,-122.1271651,
United States of America,California,Yolo,Guinda,38.827456,-122.198493,123
United States of America,California,Yolo,Knights Landing,38.8196108,-121.8369566,
United States of America,California,Yolo,Knights Landing,38.797956,-121.717625,7
United States of America,California,Yolo,Madison,38.674992,-121.970245,45
United States of America,California,Yolo,Monument Hills,38.664137,-121.875572,36
United States of America,California,Yolo,University of California Davis,38.537398,-121.757594,17
United States of America,California,Yolo,West Sacramento,38.5580745,-121.5628655,5.347055912
United States of America,California,Yolo,Winters,38.5786038,-122.0245787,
United States of America,California,Yolo,Winters,38.526034,-121.975099,41.38810349
United States of America,California,Yolo,Woodland,38.674054,-121.772498,20.32091141
United States of America,California,Yolo,Woodland,38.6664485,-121.7536523,
United States of America,California,Yolo,Yolo,38.740511,-121.809313,16
United States of America,California,Yuba,Beale AFB,39.106035,-121.341484,62.28342056
United States of America,California,Yuba,Camptonville,39.452198,-121.048863,818
United States of America,California,Yuba,Challenge-Brownsville,39.472574,-121.265028,683.6436157
United States of America,California,Yuba,Dobbins,39.365673,-121.212762,922
United States of America,California,Yuba,East Yuba-Beale AFB,39.1409236,-121.4010089,
United States of America,California,Yuba,Linda,39.125181,-121.563006,19.75573921
United States of America,California,Yuba,Linda,39.1095214,-121.5697439,
United States of America,California,Yuba,Loma Rica,39.314149,-121.402497,150.3311615
United States of America,California,Yuba,Marysville,39.14573275,-121.5856545,20.02848625
United States of America,California,Yuba,Marysville,39.1533839,-121.5881739,
United States of America,California,Yuba,Marysville Northeast,39.2661888,-121.4453728,
United States of America,California,Yuba,Olivehurst,39.086345,-121.547769,18.98122406
United States of America,California,Yuba,Olivehurst,39.0213584,-121.553183,
United States of America,California,Yuba,Plumas Lake,38.99234,-121.55796,13
United States of America,California,Yuba,Smartsville,39.205271,-121.292915,168
United States of America,California,Yuba,Wheatland,39.012409,-121.425225,25.73695374
United States of America,California,Yuba,Wheatland,39.0409023,-121.4340275,
United States of America,California,Yuba,Yuba Foothills,39.4524525,-121.1797405,
